id,prompt,response,topic,topic_label
785c26ac9b9b11c5e535c6dc3ac11418,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"As a researcher your job is to come up with the experiment, form a hypothesis, collect the data, then study the results. Essentially plan and understand what the experiment is. When it comes to someone that that is apart of the general public they typically just see the end product or final result of the experiment, that they are unknowingly apart of. The main differences is that the researches do the work, the public sees the outcome. ",-1,Outlier
82c0ee94027c529a83a21fdd153ea6c1,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"Science is all about how we take our theories and find out whether or not there is truth to them. Over my life I have done experiments for the science fair, so I know the process of science from a research perspective. I always asked a question and came up with a hypothesis or prediction of what I think will happen. In order to prove or disapprove a hypothesis we have to do proper research to support our prediction. Next we need to produce and experiment and calculate the results. Once we calculate results we need to say whether or not our hypothesis is sound. ",5,5_science_happens_hypothesis_and
8a452c7a55f8075ca8d97e1454c3373d,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"Someone in the general public would likely think that a scientific investigation doesn't take as much effort as it really does - just carrying out a simple experiment and analyzing the results. A consumer might also skim over a discussion in a report, rather than reading it more thoroughly as another researcher would. A researcher spends a lot of time on an experiment, by finding an angle to study the subject that hasn't been done before, and spending time designing the experiment. Carrying out the experiment and analyzing results is another time-consuming process, and then comparing those results to other, previous experiments, before drawing a conclusion, are all things researchers must do that aren't considered by the general public.",0,0_the_public_to_and
990b6b636830aeee376b24baed256ba4,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"I think from a researcher’s point of view, science is a lot of trial and error. It starts with a question or a theory, and then they design experiments, collect data, and keep testing things until they get reliable results. They’re constantly making adjustments and looking at their work from different angles. On the other hand, the general public usually sees the end result, like a news story or a published paper, but they don’t always realize all the behind-the-scenes work that goes into it. Most people just hear about the conclusions, not the endless testing and revising that happens along the way.",-1,Outlier
9c31005a3b1d149b8c4c7d6828e245af,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"The difference between a scientific investigation from the perspective of a researcher compared to someone in the general public is the level of understanding, or their role for that experiment. A researcher may take on a leadership role that includes heading up the start of the investigation. That researcher will also likely understand the importance of different processes and be able to compare and contrast each one while putting them into action. Someone in the general public is not a leader for these investigations. They do not understand the background events as thoroughly, and may not do as much research or pay as much attention to how those results came to be.",0,0_the_public_to_and
aa4e129055d90e9457230c188cb488da,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"From a researcher's perspective, every number can mean more. You can use numbers in experiments to examine many things, which means that researchers need to think outside the box to see what they can do with the numbers they have. There are many calculations also used from a scientific standpoint, instead of generic public so using a lot of formulas is probably also required as well.",0,0_the_public_to_and
abf24baa18761e6fb2285da6887bd83e,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"I think the scientific method is a little different when comparing researchers and general public. When researching, you want to be as thorough as you possibility can and maybe even use statistics to help. In the general public, there will be human error and the scientific method would be simplified. ",0,0_the_public_to_and
c53b84dde0a040c6e96af305de57527d,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"As we learn in this class scientific investigation involves many processes and steps, including: asking a research question, designing the study and collecting the data, exploring the data, making inferences, coming to conclusions. And then on top of all of that we look ahead at how we can grow on our research and discover more, and we look back at the experiment and see if there was anything that we could've done differently. Someone who is in the general public simply sees the results and thinks about how (if at all) it may affect their life. Someone in the general public does not typically see the results of an experiment and stop to think how the scientists that came up with those results drew those conclusions, and what data they have to support their conclusion. ",-1,Outlier
d5b792df2a86964081a782f4bf5f9db3,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"I honestly don't know what a scientific research investigation or study looks like, as I have never been involved in one. I know there are certain things that participants must know before they sign up to be a part of study. Things like what the study is, or informed consent, having control over whether their information is able to be shared, things like that. From the researchers side, you clearly need to have an idea of what you're looking for and an idea of the implications of the study would be. Science, after all, happens to answer questions of what, why, and how. There are steps, like the scientific method, for addressing these questions. Steps range from posing a question that can be researched, to analyzing the data collected, to seeing if the data is consistent with other sources or experiments.",1,1_the_and_of_scientific
d8bef9cb25ffee4870e8034944f4cda0,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"Science is a step-by-step process that starts with a question and deals with a lot of testing, data collection, and analyzing. They have to be super careful to control variables and make sure their results are accurate. A lot of the time, the public expects a clear answer, but science is always changing. It’s less about having all the answers and more about figuring things out as we go.",6,6_science_and_the_is
e07f3279593693c3f23d80b9d69567ac,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,Science is something that is used in the everyday world and will be used for the rest of time. Stats is important with finding percentages and rations that are used in different studies and work. Without this there would be complications within the world of research and people would not be able to get the results that are needed for their studies.,-1,Outlier
e1d0386675a6d4db5a47abc5438d64d0,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"Science from the perspective of a researcher is very methodical. When doing science you use the steps of the scientific method: making an observation, formulating a hypothesis, conducting experiments to test the hypothesis, analyzing data, drawing conclusions, and repeating to verify results. Science to a consumer is relatively shallow in understanding, assuming that all these steps are done correctly and well.",2,2_the_to_consumer_of
e46c2d0a7fd4bc859d8ba27f797d3e40,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,I think from the perspective from a researcher is going to be way different from someone from the general public. I think a researchers takes on a different approach than the person from the public. The researcher would ask questions and go through that method while the public would start by asking questions then not follow the rest of the steps that the researcher would follow.,0,0_the_public_to_and
e7ba42039e7ae123d8b128dc1c7b0530,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"From the perspective of a researcher, a scientific investigation involves an observation, forming a hypothesis, conducting an experiment, and finding the results. From the general public perspective, scientific investigations deal with facts or discoveries, without realizing the process that went into the research. Although both perspectives are important to the world, the more information you understand, the better, which is why it is important to try to realize that investigations take time, and that results are not immediate. ",1,1_the_and_of_scientific
18bcbda8c18230039108639be79eddae,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"Science happens because it's just an observation followed by the question, research, hypothesis, experiment, data, conclusion, peer review, and then a theory is developed. These are the scientific steps that I feel are how science investigation occurs and why it does as well. Science from a researcher is probably more in-depth than the general public. I think anyone in the general public could be performing a scientific investigation without even realizing it. ",5,5_science_happens_hypothesis_and
2fdd824ae1fb05a108c085f6610d5c0a,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,I think that the process from the perspective of a researcher looks like gathering the information and connecting the information to what the research/investigation is about. The researcher is likely trying to find evidence to support or deny their investigation while the general public is merely trying to understand what the investigation was/is and what the results are. The general public is likely not concerned with the internal aspects of the investigation and probably just are interested in the findings and what the conclusion the investigation are.,0,0_the_public_to_and
33d0c605bb26584d62ba4d979bc40afd,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"A scientific investigation from a researcher's standpoint is a logical attempt, starting from the definition of an issue or a question. Then, there is a hypothesis, the design constraints for a logical setup or order of experiments or studies that will truth-test this hypothesis; it generates data. Finally, data are analyzed, and conclusions are drawn, which may suggest either a refinement of the hypothesis or even new questions to be asked. The whole process is enthralling and cyclical and may involve peer review and a repetitive investigation process for validating initial conclusions. For someone who is a layperson, however, the scientific enterprise probably seems like a series of ends and discoveries or ""facts"" that appear right from the mouths of, in all likelihood, experts. Thus, a lot of those on the end of scientific results are likely to miss out on the crises of testing, revision, and questioning involved in most of the scientific enterprise, with only findings and conclusions being available to them, often through media outlets. ",-1,Outlier
38135d2aad4c575c3dbb93936d4c9dbf,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"The scientific process from a researcher, I think, would look like a lot of trial and error. Trying different things and following a specific process to get your findings. From the perspective of an outsider comsuiming the results I would think that they would assume that a lot of work and that the results they are receiving took effort. It can be hard for me to assume these things though because I have never really been on either end. ",0,0_the_public_to_and
4b68a4d7043d42eae64d81a508cef84b,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"I think science looks different and happens different in a variety of ways. From a researcher's perspective, their research may be very tedious and may have taken a long while to do and get the results of. On the other hand, to the general public only really sees that one end part of the process, that being the results, and doesn't really see and/or acknowledge the long process that hides behind those results. Where scientists probably value the process behind the results more, the general public just sees the results and does not care to be honest about the processes behind the results.",0,0_the_public_to_and
5466555948d17886a79808c65da0bfb1,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"I think it will be interesting to be on the side of the investigation that yields the results because I have never done that before. This will most likely look like doing statistical research, survey results, etc. It will also be cool to understand the mathematics and statistics behind each category of data.",-1,Outlier
59c75ea9a63af9236b169e49651b1845,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,I believe all science happens first from observation but then someone who learns about the cause of these observations and has background knowledge can learn from the previous findings to make new observations. These new observations create hypothesis based on prior knowledge which can lead to the development of an experiment to test it. Data will be collected from this experiment which than inferences can be made and will either support or reject the hypothesis. The most important part of science is that this isn’t a fact because it is 1 experiment so it will need to be redone and made into a better experiment continuously and always give same result.,5,5_science_happens_hypothesis_and
658e03718870617ab9ecdfe3078b445d,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"From the researcher's perspective, science is done via the Scientific Method, a replicable series of asking questions, creating hypotheses, testing the hypotheses, analysis, and retesting. This can be a long process, especially if the results of one experiment lead to another, with this cycle repeating. It also requires peer review, which takes even longer. For the general public, most learn about (new) science through major headlines or the news. Academics/students may be up to date on such news, but the general population may not have the time, resources, or simply the will to keep up to date, and only are exposed when a ""major breakthrough"" is published. This may mean that there is a general misunderstanding of how the scientific process works among non-researchers. ",-1,Outlier
66cabbf2687fb7c09436bfe586ecfcb6,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"Scientific investigation begins with a researcher having a particular research question and developing a hypothesis. After this, they then test their hypothesis by conducting an experiment or using data from a data set. After the experiment, researchers use the collected data/observations to draw conclusions and determine if their results are valid. From perspective of a researcher, scientific investigation involves a lot more steps compared to a consumer who could think that the whole process is very short and simple. ",1,1_the_and_of_scientific
6c2cb0573f9619e37853e961b6f8c47e,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"I'd say that from the perspective of a researcher, the process of scientific investigation is much more refined. The concept is more known to researchers and can be help find answers to scientific questions. Meanwhile, for someone in the general public, the process can seem more complex and foreign. Something that they can't fully understand, and which requires the researcher to simplify for public consumption. ",0,0_the_public_to_and
804f351fdc9a5448f6edcc20067ab6aa,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"This process of scientific investigation varies crucially through the lens of a research student or researcher individual compared to the general public since the general public can often simplify data and not see crucial details in scientific outcomes. The general public can also overlook key information when reviewing a study's results due to not knowing the importance of certain details in a type of subfield discussed within the study (it might not always relate to the key principle of the study). For example, if there was a study on increased market demand for clothing manufacturing in Southern Asia and the humanitarian concerns and fatalities associated with work-related injuries but the study had briefly mentioned technical information about the machinery used in clothing manufacturing. Without taking this detail into account, an individual in the general public might gloss over the importance of the harmful effects breathing in toxic chemicals and exhaust from the machinery might be a factor and might have led to increased fatalities. This would be overlooked by the individual within the general public possibly and thus not considered as a reason/change the idea of the outcome of there being a correlation between the observational unit and the variable analyzed within the research.",0,0_the_public_to_and
852c3ee3b53cce1cc65baddb4c9c6eb4,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"Before learning about the details of the process of scientific investigation, I thought scientific investigation was easy. I thought you came up with an idea and just put it out into the world. I knew there was steps, but I didn’t realize how much thought you really have to put into it. From the perspective of a researcher, I would say the process looks important and you have to think on a wider scale. A researcher has to think about what can effect the answers of this and how accurate the information can be.",1,1_the_and_of_scientific
bd8565e18b186e3eb10be1d94714059e,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,From a researchers perspective the scientific process is a step-by-step approach to answering or solving a problem. There is usually clear research and is followed by a question or hypothesis. There usually experiments followed by analyzing data and drawing conclusions. From the general public perspective science may seem like a series of investigation. The public might only see the final results or headlines they don't really see the long process researchers undergo. ,-1,Outlier
cac42d3b61e348c2d9dce4b8d6bb7441,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"This process includes multiple different steps. One of those steps being to ask a question about something you are observing. This the first and probably the most important step of the process. The next important step is experimenting the experiment, and the other step would be analyzing the data afterwards to see what you know now and didn't know before. The Scientific Method has 6 steps but, these three I think are the most important of understanding how science happens and why it happens the way it does. ",-1,Outlier
dd32593b95d8b0e300e48d41f96458cb,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"From the perspective of someone in the general public who is a consumer of scientific results, I would assume that science looks like someone coming up with an idea, testing it, then reporting the results. From the perspective of a researcher, science looks like reading literature about the information we already have on a subject, coming up with an idea, obtaining funding to test the idea, and gathering initial results. Additional funding can then be obtained for new studies, including coming up with many testable ideas, gathering data, figuring out how to improve the methods for data collection, repeating experiments and data collection, analyzing the data, and adjusting the methods some more. Once data has been collected that can be verified and defended, it can be reviewed and published for others to consume.",-1,Outlier
f032fb4b3af4c4ba8d26f6f771f72be7,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"From the perspective of a researcher I think that the scientific process looks like a big puzzle that is trying to be solved. Scientists come up with questions, and the come up with ways they can prove them or reject them. They also draw conclusions based on the experiments they preform. For the general public science is usually displayed in news articles or on billboards showing cool things discovered. To the general public it is not shown how big of a process is behind what is being shown. ",-1,Outlier
1b56d0c71f5ceb6b71a24370c2ee4fc5,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,I think this science happens on a very observant level. Researchers in this field observe processes or experiments that the general public wouldn't even consider looking into. These researchers take these observations and make conclusions just as any other scientists would. But their research is based off of statistics and probability. They get an understanding of how something will happen or how it occurs.,5,5_science_happens_hypothesis_and
29e48efc1c66fe2b635dce3f8fec9898,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"By my understanding, the scientific process starts with an observation of an unexplained phenomena, followed by a hypothesis regarding the cause of said phenomena. An experiment will follow, which will test the hypothesis. If the results of the experiment contradict the hypothesis, a new hypothesis will be made and a new experiment will be conducted. If the results support the hypothesis, these results, along with the methods used to obtain them, will be shared with other scientists. These scientists will conduct there own experiments to test the hypothesis and the cycle will continue.",5,5_science_happens_hypothesis_and
41adffe05d6ce2c89b5d1d80d68d67fd,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"From my understanding of scientific investigation, I'd imagine that it starts with a team of researchers observing our world and forming a testable hypothesis to understand a given phenomenon better. This would then lead to the team designing some sort of experiment to test the hypothesis while making sure to account for things such as placebos and all sorts of other variables that could skew the results. Then once the experiment is performed the team would then go over the results and make them understandable for the general public or whoever this investigation was done for. As a consumer of results, it is important for the consumer to understand the basic principles of statistics and science to understand how to properly read a study. ",-1,Outlier
48b43dfcb2b5e2fee9c76623b2916d5f,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"From the perspective of a researcher, the process of scientific investigation is systematic and methodical. It begins with identifying a question or problem, followed by forming a hypothesis based on existing knowledge. Researchers then design experiments, collect and analyze data, and draw conclusions, often refining their hypotheses along the way. Their work is subject to peer review and replication to ensure accuracy and reliability. In contrast, the general public often sees science as a collection of facts or breakthroughs presented in news articles, rather than as an ongoing, evolving process. Scientific results may appear as definitive answers, even though they are actually the product of continuous inquiry, debate, and revision.",3,3_and_the_of_scientific
48d36d1e6a97fb05db14c52ea9c8d378,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,The scientific investigation in this class I think will be much more precise and strict than someone who is a consumer of scientific results. For someone in this class they would pry have to complete every single step of the scientific process. Whereas someone who is just a consumer of the scientific investigation would be more likely to understand results from a simple paragraph that is chronologically in the order of the scientific investigation.,2,2_the_to_consumer_of
4a1fae50c10eead4c583243e01263905,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"From the perspective of a researcher, the process of scientific investigation requires careful methods, precise measurements, and a deep sense of responsibility to ensure accurate results that benefit the community. In contrast, consumers of scientific discoveries may feel less responsibility since they are not directly involved in the complex process but instead rely on its outcomes. However, both researchers and consumers can experience satisfaction since researchers take pride in contributing valuable knowledge and solutions, while consumers benefit from scientific advancements that make their lives easier, whether through medicine, technology, or problem-solving in daily life.",3,3_and_the_of_scientific
532385ccaa5607d3a789427e0a6889bf,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,I think that there is a big difference between the perspective of a researcher and the perspective of someone in the general public. Researchers know exactly what they are looking for which makes it way more apparent what they need. The researchers use the general public to gain feedback. The general public does not know what the outcomes will be or how they will be used. That is the main difference between the perspective of a researcher and the general public in my opinion.  ,0,0_the_public_to_and
58e8634fdc1c53a8702cea9ac642aa7d,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"A scientific investigation is a systematic process of finding answers to a question by using the scientific method. I know that the investigation process goes in order of; observation, hypothesis, conduct the experiment, collect data, and analyze the results. I think that researchers know a lot more information about the experiment and what the results truly mean and then they give the information that is wanted by the public. Science happens through scientific method and comes from wanting to learn and research about something.   ",1,1_the_and_of_scientific
6766ef05c856df8ef81c3457fb85ca3f,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"For a researcher, scientific investigation looks in depth because they make sure to figure out answers and they ask even more questions in research. Consumers of scientific results would not go as in depth because they are typically interested for the pursuit of knowledge. The general public is much more likely to accept theories when investigating, while researchers have to know why something is the way it is.",0,0_the_public_to_and
75a86adbab024a01ac05e9b3cabf34f6,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"As a researcher, you are trying to answer a question or solve a problem so you are looking for a solution to what your question is. You try and find evidence to support your claim which makes you conduct experiments to have an argument. As someone in the general public, you don't think about what all goes into the science and finding a solution you just have the solution at your fingertips. Like the phone, the scientist asked the question of how can people communicate across the world and the consumers were able just to buy the product ",-1,Outlier
7b1d4d2400ed60ff1583b28f80a09520,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"The scientific process for a researcher starts with someone asking a scientific question. Once the question is asked, I believe a hypothesis is formed. Then, an experiment or study of some sort is done. Then, to finalize it, I think you come up with a conclusion. I believe someone in the public would think it revolves around asking a question of some sort and then attempting to come up with a basic conclusion/understanding.",-1,Outlier
7b8ad65e947c8d860a46e22cb216c887,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"I think the from the researchers side the scientific method looks long and at times frustrating. We only see the results and the questions asked but not the long process. I think they are busy gathering data, taking notes, and computing it before finally coming close to a conclusion or answer. I think sometimes they don’t get an answer first or second try, and have to restart. I’m sure the process is a lot longer and more strenuous than we would think. ",0,0_the_public_to_and
a7cc22d710d78d1c1cff41a928d75120,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"I think a researcher is much more critical of the process to get the results, but more likely to select results that their personal bias would find desirable. The general public is more likely to just accept what an 'expert' says, without a lot of consideration for misinformation or bad scientific process. That being said, I think there is very little differentiating a 'researcher' from 'general public' given that a scientist is an expert in merely one part of a field of study, not just all of Science™. ",0,0_the_public_to_and
a895b3e17b338e10be95a99bdccd01c4,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"As a researcher, I think the process of scientific investigation would consist of analyzing a research question. This means creating a hypothesis and testing an experiment. These results could lead you to conclude after analyzing the results and unraveling new findings in the experiment. ",1,1_the_and_of_scientific
b8901d767c4f784105342fc759f077ca,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"I think that scientific investigation is a lot more trial and error than the general public sees or might think of. When you read an article or paper about an experiment, you see what they did, how they did it, and the results they found. If an experiment fails, it's probably not included within the final results. The final article is likely a very simplified version of a long process.",-1,Outlier
bd5028e672eb8765e777202ea9b6a2ec,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"Researchers follow a systematic process: observing, hypothesizing, experimenting, analyzing data, and drawing conclusions. Their work must be repeatable, peer-reviewed, and open to revision. The public, however, often sees science through simplified headlines, missing the complexities and uncertainties. While scientists refine knowledge over time, the public may expect final answers, leading to misunderstandings. Science is an ongoing process, making clear communication essential.",3,3_and_the_of_scientific
cbde5c6cb875faf6d5eed3467dd884b2,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,"The scientific researcher's perspective would look much different compared to the perspective of someone in the general public. The researcher would know every single little detail of the study, where the person in the general public would not. Also, the person in the general public would only perceive the study the way that the researcher portrays it. The researcher can write about the study in a specific light and the person in the general public would only be able to see it that way because they weren't involved in the making of it.",0,0_the_public_to_and
