id,section_sis_id,section,attempt,What components of the experiment are clearer now than they were as a participant What questions do you still have for the experimenter Write 3 5 sentences reflecting on the abstract,Paste the response code you received after participating in the graphics experiment here,As of today I am at least 19 years of age,My instructor may share my reflection responses with the researchers in this study,What do you think the purpose of the experiment was,What elements of experimental design such as randomization or the use of a control group do you think were present in the experiment Why,What hypotheses might the experimenter have been testing,What sources of error are involved in this experiment,What variables were examined For each variable identify whether it was quantitative or categorical,In this class you ll be learning about the process of scientific investigation What do you think that process looks like from the perspective of a researcher compared to what it looks like from the perspective of someone in the general public who is a consumer of scientific results Write a paragraph at least 3 5 sentences about how you think science happens,How did the information you gained from the components of this project participation post study reflection extended abstract presentation differ,If you had to hear about this study using only the extended abstract or only the presentation which one would you prefer Which one would be better for determining whether the experiment was well designed,What components were emphasized in the presentation that weren t emphasized in the abstract Why do you think that is,What critiques do you have of this study and its design What would have made the study better,year,semester,experiment
f4be2d5d01e76eee993ab34b29dbe3b0,STAT-218-012.1241,4,1,"As an observer, the experiment's structure and objectives are clearer now. However, questions remain about the specific note-taking methods and potential confounding variables. The abstract suggests significant differences in quiz scores between note-taking groups, but lacks details like sample size and study duration, leaving room for clarification on the experiment's limitations and implications.

 ",42711-53609-90480-03294,TRUE,I agree,"The trick of a person's feeling. Following a 2D model, 3D model or a actually figure, the person would give different feelings of size.",I think it need to be limited to one group of shapes and figures to makes people solving the problems. The different groups of shapes and figures stand as independent variable makes the data out of control.,More information a person can take helps him have more clear feeling about size.,"There are different people might not that sensitive with 2D shapes or 3D models, it makes the data more fuzzy.","The information of a person could get would influence his feeling.

Categorical","It is a class that allows me to thinking following the logical instead of passion. So far what we had learn are strongly constraining me to think during data collection. It is very important for me to manage information based on statistics, a great example would be I can judge a group of date is plausible or not. The biggest reason I can do so is because following formulas that can be interpreted, the process of understanding is where the science happens.","It was a very interesting experience, because the research problem is very interesting for me. Following each step, I had good chance to understand the meaning of research. It is a very valuable topic.","I definitely like the extended abstract better, even though I thought it was not perfect. The most important thing this experience makes samples really put themselves in the program. It also give stronger abilities to collect data.",I would say give more explanation of the research at the beginning of the experience. It helps people focus on what they should mention.,"The value of model and quiz might need a little improvement. For me I feel the give a very detail size in the quiz is very hard, it also not helping with collecting data from people.",2024,Spring,Bar chart
0bf416b48ede82c1a8cf8611bbb92d39,STAT-218-008.1241,5,1,"One of the components that became clearer was the fact that the slider was based off a correct value. I was wondering how the researchers would be able to tell which value had a greater representation, but the fact that they had an absolute correct answer makes sense. Also I didn't remember even while taking the exam, that the same graph was laid out in three different ways because the examples were mixed up, but it makes sense to give time between each of the same graph but different delivery as a sort of ""buffer zone"" so people didn't pick the exact same spot due to laziness, or complete guessing. ",14470-23018-93177-79917,TRUE,I agree,My guess is that it was either about graph reading ability or fatigue in estimation over long periods of test taking. ,"Some elements were random assignment, because they handed the bags out to anyone. The choice of the graphs were also random by the fact that I could pick any color or size first, but not random by the fact that I eventually had to pick all of the graphs. ",I am guessing they were hypothesizing on accuracy of graph reading over an extended question set. ,"The slider not being entirely accurate, our eyes and the angle of the given physical and perceived graphs on the website. ",The variables were examined were our participation (Categorical) and our responses (Quantitative).,"From the perspective of a researcher, the process of scientific investigation is a carefully crafted, and documented path that is characterized by curiosity, experimentation, and analysis. Most of the time the process begins with a question or problem, followed by a ton of research to understand knowledge in the field. Hypotheses are formed and tested by experiments or observations and data is collected, analyzed, and interpreted to make conclusions that make there way to peer reviewed publications. The process has to be constantly refined, as new evidence emerges or difficulties come about. On the other hand, someone from the general public might see scientific investigation like a straightforward path from a question to an answer. They might overlook how complex experiments are, the difference in opinions of peer reviews, and the general uncertainty of scientific findings. ","The information I gained at the very end of the participation was very detailed because I remembered every aspect of the experiment. Doing the experiment was fresh in my mind so I had a very detailed reflection on the experiment. As I did the extended abstract and watched the presentation, I forgot more and more about the experiment. ","Definitely the presentation. I watched the video, and I understood it way better because the researcher was a peer and easier to understand. And if I had watched the presentation in person, I could ask questions. ","The origin of the experiment and paper. Because Tyler was referencing the paper and he made the experiment. Also another component that was emphasized only in the presentation was the results, because they were from a current experiment and it might have messed with our perception of the experiment before even starting it. ","No serious critiques from my end. I heard a lot of complaints from others that the experiment was taking a long time, But I am sure the researchers needed a big data set to work from. ",2024,Spring,Bar chart
0f4d31e2f9ff05a2afefdf4e60aec33a,STAT-218-008.1241,5,1,What's clearer now is the reason why they choose to do portray the information in different ways. This was because 2D was perceived as more accurate and easier to understand when looking at it. It was also to judge our perception and also to see how well it par perceived without using any other objects to measure such as a pencil. ,"67143-29800-93340-29720

 

 ",TRUE,I agree,i think that the purpose of this experiment was to see our sense of perception while also testing our cognition about thought processes. ,it feels like everything was randomized and that there were no control groups in class but I may be wrong. It felt like you could pick almost any physical piece given to you and use it as part of the experiment which feltlike it was not controlled. ,"I think they were testing for possibly depth perception since there were 2D, 3D, and real life models. ",i think some sources of error involved where the understanding of the subject and whether they were doing it as intended. Another one was the wording which was a little confusing. ,"the variables that were examined were the models which were 2D, 3D, and real life ones. I would say it was quantitative since we had to estimate the size and say how small we thought it was.",I believe that the scientific process has many steps to it typically. that starts off with the question being asked and working through a process of experiments and then arriving at a conclusion after seeing results. Then it involves filling out a lot of paperwork in accordance to their observations. when looking at it from the perspective of the general public it looks like you're the guinea pig that accepted to be tested on. You will possibly be put in a group of people where you won't know if you're the control or experimental group but your reaction will be recorded. ,NA,NA,NA,NA,2024,Spring,Bar chart
42f24dda89b57b72a72f961b29eb4d24,STAT-218-008.1241,5,1,"After reading the abstract, I now understand why there were multiple different types of graphs in the experiment. There were 2D graphs, 3D graphs that were adjustable, and the 3D printed shapes that were provided in our kit. My question is; why were we given the ""sample"" graphs before the experiment, when each of the correct answers was already provided?",30678-23251-79957-20364,TRUE,I agree,"The purpose of the experiment was to identify which type of graph people can interpret more accurately (e.g. the 2D graph, the 3D adjustable graph, or the physical 3D printed graph). ","In the paper, it stated that the order in which each participant viewed each of the graphs was completely randomized. The control group was the ""sample"" graphs provided prior to the experiment. ",People tend to interpret differences in graphs more accurately when they are able to view it from many perspectives. ,"A source of error may be accuracy or lack of effort. During the experiment, I heard a lot of people in confusion who seemed to be rushing through it just to get done. If people were aware of the purpose behind the experiment beforehand, they may have taken their time and attempted to be more accurate. ","Type of graph - categorical

Accuracy of response (regarding height differences) - quantitative ","From a researcher's perspective, I assume that the process of scientific investigation is very important, with it being such a large part of their career. It is up to the researcher to be very methodical and organized because it is necessary to obtain accurate results. From a consumer's perspective, the importance is to understand the process of scientific investigation so that you can determine whether or not the information you are receiving is accurate and/or reliable. ","The information that I gained from participation, the post-study reflection, the extended abstract, and the presentation did not differ much from one another. Much of the information that was relayed was consistent throughout. However, I was surprised to learn from the presentation that the difference in answers for the 2D and 3D graphs was not statistically significant. ","I would rather hear about this study via the presentation. Hearing something told to me sticks in my brain better than reading something from a research paper. However, I do think that the abstract does a better job at explaining the experiment design. ","The results of the experiment were emphasized more in the presentation than in the abstract. This is because the purpose of the abstract is to describe the experiment design, while the presentation's purpose is to lay out the entire experiment; hypothesis, methods, results, etc. ","Something that could have made this study better is if the participants had been told the purpose of the experiment beforehand. It seemed like quite a few of my peers were frustrated with the experiment, and I kept hearing people say ""this is a waste of time"". Given, college students seem to have a short attention span, however, this indicates that people were rushing through the experiment and not providing their most accurate estimates. This may have skewed the end results. 

If we were told what the experiment was about beforehand, we may have put more effort into it.",2024,Spring,Bar chart
550926119e0b1987cf38a1f7f49fad01,STAT-218-008.1241,5,1,"As a participant I didn't really have a good idea of what was being measured. When reading the abstract, it became a lot clearer what data was of interest to the researchers. A question I still would like answered is over what exactly the broader purpose of this study is, as in, why is this study pertinent? I am just having trouble grasping why an average person should want the answers to the questions posed by the study.",42505-50282-36865-87405,TRUE,I agree,To gather data about what method of communicating data to others is best for comprehension.,"I think randomization was used, as it seemed the questions were given in random order. I do not know what a control group would look like in an experiment such as this, as it is based on perception. ",Whether a 3D model is the best way to communicate a data set.,"I feel a big source of error could have been the angle in which the 2D presented 3D graphs were shown, as the angle, at least for me, messed up my perception of the graph. ","What type of graph was shown, which is categorical.

How much smaller the smaller data point is, which is quantitative.","From the perspective of the researcher the process is lengthy and requires a lot of refinement. The optimal specifics of every control variable must be tested for and therefore many preliminary experiments which the public is not aware of must happen. In order to validate data, many experiments will also be repeated, which the public sometimes does not care so much about. Researchers also look at results of experiments with an element of skepticism about how and what broader implications exist, or even if the experiment results warrant any broader implications on the topic. The general public is, for the most part, not thinking in this way and will not make these connections or be skeptical and will merely except the results at face value and as absolutely true.","From those things which originally came from the point of view of the researchers, like the presentation and papers, it was easier to ascertain what aspect of the study was of interest and what the larger implications of the study would have been. From being a participant in the study, it was easier to understand the study's process and what data was being gathered.","I would prefer the presentation, because I liked hearing the results more.  For determining if the experiment was well designed, I believe it would be better to read the paper since it went into more detail over the experimental design.",I feel the presentation did a better job at communicating what the findings which were significant to the researchers were. I believe this is because the paper focused more on the goals of the study and the presentation focused more on the study results.,"I would have tried to get more participants, especially those without any connection to a statistics background. This would make the study better because it would give more insight to the general public as a whole, since most people do not work with statistics.",2024,Spring,Bar chart
7fe20b2bf052ed5b487a782661a7e171,STAT-218-008.1241,5,1,"I understand now that the purpose of the experiment was to see the effectiveness of taking a 2d chart to a 3d model. Also that this is important for those visually impaired as a 3d model of a chart during a meeting can make sure everyone understands the data being presented. What contexts or conditions make it better to view data in the 3d rather than 2d? What data needs to be presented in 3d because how well can these results be used in the real world. Most data is presented on a projector through slides about basic data (business benchmarks, company profit projections, amount of wolves in the Wyoming reservation etc.) while the only use I could see for this is like a 3d map and construction projects.",56470-42698-01075-80002,TRUE,I agree,To see how well a 3d model did vs a 2d graph on a screen to convey information/data to people. ,It was randomized in which participants were assigned random charts and bar graphs to look at. The control group of college students removed the bias of age or gender as the class was around the same age and eventually split between male to female. If this experiment was done with students and faculty then you might run into biases of sight as older people typically cannot see as well as younger people. Also giving students random charts to look at made sure they didn't collaborate and give the same answer as their partners. ,A hypothesis might be that a 3d model is used when compared to a 2d graph users will perform worse when asked to convey the information. ,"I think the source of the error is not paying the participants. Often students when given a survey/ experiment to fill out shortly give up and start guessing the answers ruining the study. For me, I ran a focus group and I brought doughnuts and Casey's Breakfast pizza to make sure the students felt rewarded enough to fill out 6 questions for my business idea. Implement the same thing and make people want to try on this. ","Ratio Comparisons:  Involves the ratio of heights between the bars in the bar charts which is quantitative. 

Graph Type: Specific characteristics of the bar charts including whether they were adjacent or separated, and whether they were presented in 2D or 3D formats which is categorical.

Type of Data Visualization: Type of graph used to represent the data. It includes three categories: 2D graphs, 3D digital graphs projected in 2D environments, and 3D printed bar graphs. This is categorical.","Someone in the general public will be after working results in scientific research which would benefit their situation or their surrounding environment. The general public will find science through social media, educational resources, and public education. Often they don't dive into the workings of the results but trust that whoever researched it was reliable and accurate. The public can hold ideas which ultimately hold scientific research back such as GMO's being banned or heavily regulated due to public fear. A researcher is going to look at peer-reviewed journals and other rigorously tested publications for information. They are going to go through meticulous planning and experimentation to get conclusions based on evidence. Often they will be out in the field working in remote or dangerous areas or laboratories. ","During the participation, I had no idea why we were doing this. Then as I looked at the reflection and abstract I understood why this study was being done. I think it would have been better to read the abstract then do participation. ",I would have rather only see the presentation. This is because the presentation is easier to follow through and watch rather than reading an abstract which looks at the experiment through a very scientific paper lens. People are more likely to watch a 12-minute video and take away key information then an abstract paper due to word choice and now people prefer learning through videos. ,The background on 3d objects was more emphasized along with replicating the Cleveland and McGill study. I think this was done to show how the UNL study was different from Cleveland's.,"I think you need to add some sort of payment for the students to do this study. Without this then they will start guessing as the experiment went on for a long time. I would say breakfast pizza, doughnuts, or snacks anything to make them want to do it. ",2024,Spring,Bar chart
83f17f2501137b24faaaf2989d69829d,STAT-218-008.1241,5,1,Before reading the abstract it was unclear what the point of the experiment was and the use of the blocks but after reading the abstract it's a little clearer how the blocks and the comparison measured the ability to approximate percentages. A question that I still have is the relevance this has to real-world applications especially since we have computers and programs that calculate these numbers for us. ,20262-78908-16854-62571,TRUE,I agree,To see how a person and gauges differences. ,Randomization could be students in a class.,A possible hypothesis is that different majors have varying abilities to gauge differences. ,The sample population. It was only dude on students in a given class. ,Estimated difference in tower hits on blocks. Quantitative. ,"It looks like a lot of work and controlling as many variables as possible allowing for the results to be as accurate and as useful as possible. Everyone in the public, given that they are aware of the research being conducted, can be confused as to the point of the research. I heard a lot of confusion around the room as we participated in this experiment. ",NA,NA,NA,NA,2024,Spring,Bar chart
8aff4110996b03bee468869b20c2aaf2,STAT-218-008.1241,5,1,"Knowing the extent of the study makes my participation much clearer. I believe my guess in my initial reflection was something along the lines of just ""how good are we at gauging depth"", but I understand it had to do more with comparing the 3d and 2d spaces. It is interesting to know that we are (unsurprisingly) bad at guessing, but I am curious to know if the results are the same for 2d models on a 2d plane as they are with 3d on 2d. ",33377-11392-69770-93431,TRUE,I agree,It was to see how well people can judge proportions off sight alone.,"Since there was an option for non-stats 218 students, I am assuming this experiment is trying to randomly sample the college population. We were also randomly assigned kits, which prevents spreading answers/keeping expectations low. That effect means the data would be more genuine. ",How accurately can people predict the proportions of two related heights?,"The in-class experiment created a lot of fatigue and confusion for students, which led some of them to give less-than-honest answers. It was also confusing that there was no way to submit an exact 50%. ","Height of objects- quantitative.

Accuracy- (right/wrong) categorical.","Based on the process we use in class for our problems, I imagine the process is thorough, with many steps based on the most basic concepts of the scientific method. As a psych major, I have a detailed background in the research process. Next semester, I will be taking a class geared toward research/investigation in the field of psychology. The public does not have a good understanding of how research works or how to interpret percentages. Learning the formula for relative risk was one of the most eye-opening things in this class so far when it comes to data interpretation. ","The actual participation and the study itself are very different. Just in my answers, I know the motivation to complete the task would be different if I had the hindsight I do now. ","The abstract shows a better design, but the actual participation/presentation of the study is more fun to partake in. Overall, this was an interesting study and I am glad I got to help with the data collection. ","The presentation focused just on the comparison of the two heights. If we knew there was an underlying study about 3d vs. 2d., then there would likely be bias. ","I think student participation needs to be presented better. I was not fully sure if this was mandatory, plus when we worked in class, there were many people vocally admitted to skewing results and not caring about their participation. ",2024,Spring,Bar chart
9afd6ea317ec0665fd257e9a77999ebb,STAT-218-008.1241,5,1,"One component that makes a lot more sense is the research question. While doing the study I was unsure why I was going back and forth between the computer and a 3D printed version. At first, I thought they only printed a few for convenience. After reading the abstract I understand the purposes of the methods. The abstract also did a good job explaining the study design as it was spot-on compared to what we did.",14711-95841-98701-66150,TRUE,I agree,I think the purpose of the experiment is to find how students accurately predict a percentage of a bar graph.,I think that the randomization of giving the classes different bags and the random students who signed up for the class gave the experiment randomization.,"When students are shown two bars and given the percentage of one, the students will overestimate the second since they are close together.",A source of error could have been the 3D printer did not print all the graphs the same which could have caused different data because students would put in different percentages.,One variable that was examined was the percentage that the student thought was the height of the bar. This is a quantitative variable.,"I think that when it comes from the perspective of a researcher, there is a lot more focus on the specifics of the study. I think that there's a lot of work that goes into trying to create a controlled environment in order to accurately collect the statistics. When it comes to a perspective from the general public, I think that the person who consumes the data does not think about the work that goes into it. They are more focused on what the data is and how the data could possibly affect them.","Most of the information was the same besides the amount of information in certain categories. For example, the abstract had a big focus on methods and data collection while the presentation had a focus on results.",I think that I would prefer the presentation since the information was more condensed and gave it to me in an understanding way. If I truly wanted to determine how the good the experiment was designed I would look more into the details of the abstract.,"Like I said in the question above, I think that the presentation had a lot more focus on the results. The graphs provided in the presentation gave a good way to see what the study found.",One thing that I would say that could make the study better is to give the participants some sort of an idea of what they are doing. Our class was just told to go to the website and start which caused some confusion in the room.,2024,Spring,Bar chart
a0de45620a703e6a7c44ef272af0d21e,STAT-218-008.1241,5,1,NA,11340-74506-78594-32374,TRUE,I agree,I think the purpose is to se how college students correctly tell where the bars are at compared to each other. ,"I think the randomization comes into play with the bags being given out, and also the graphs we decided to choose. On the other hand, we had to answer questions about each graph so it was just a matter of time before we saw them all anyways. I think this is going to be a cool way of seeing which observational unit picked what graph and what they thought the results were with the size of each bar.","Their hypothesis might have been to see if the more questions that are asked, the less accurate the responses will begin to be.",Our depth perception between online and 3D graphs. Also one of our 3D graphs was broken.,"The variables were us, the graphs and the website we used. These would be both quantitative and categorical.","I think this study is going to have a large group of people do a similar test. They are going to ask us a series of questions o see how each individual responds. They will take things like effort, fatigue, and other variables inter consideration when it comes to gathering this information. I think this will be a fun experiment to be apart of.",It was fun to participate in this experiment myself. Seeing the back round of the experiment in the video was also neat. Seeing it from another perspective gave me different thoughts then I had going into the experiment for the first time.,I would like to hear it from the presentation video. Not only seeing the graphics but having them explained was nice. I think he did a great job conducting the video and making it clear for the audience to understand.,The components that weren't too emphasized were the equations and math side of the experiment. We were just told to go along with each question and do our best. I think this occurred because they didn't want us to overthink anything and give them our most raw/ best results.,I don't really have any critiques. I think this was a fun experiment to be a part of and it's a cool way to use statistics in the real world.,2024,Spring,Bar chart
e509f9b94849d6d939a789a3fd35547f,STAT-218-008.1241,5,1,I think knowing the history behind the experiment made it more understandable for myself at least. Realizing how much depth perception played a role in the experiment was also huge. I guess one question I still have is what do you do with the information you have gained from the experiment. ,79686-18728-75381-43163,TRUE,I agree,NA,NA,NA,NA,NA,When it comes to the viewpoint of a researcher I imagine it is more complex than that of the general public. The research typically begins with formatting a hypothesis. They must meticulously collect data and receive peer review on their work and hypothesis before they continue. I imagine it is a lot simpler in the mind of the general public. The process is straightforward condensed into news headlines and social media posts. ,"All things considered, every element—from active engagement to critical thought, succinct summation, and successful communication—contributes to a thorough grasp of the project. When combined, they strengthen learning, promote growth on a personal level, and increase the project's overall impact and dissemination of results.",I would have preferred the abstract side of the study. Abstract seems to be the best option. ,"The presentation aims to enhance understanding and retention through dynamic communication, while the abstract delivers essential information succinctly.",One thing I would have critiqued is more scientific data. I would have liked to have more input from others that are professionals post experiment. ,2024,Spring,Bar chart
08c2de4f4db97d2693c3904a3d8a70ce,STAT-218-001.1241,6,1,"I focused on making quick judgements about the bar sizes and ratios without considering the technical aspects of the experiment. I do have a clear understanding of the methodology used, including the replication of their experiment and the diverse chart types employed. I am curious about the implications of the results for the practical data. ",84741-55375-85776-84086,TRUE,I agree,I believe the purpose of this experiment was likely to investigate how people perceive and make judgements about three-dimensional objects when presented with two-dimensional representations. ,"These elements of the experimental design help enhance the validity and the reliability of the experiment by controlling for potential confounding variables, while also minimizing bias. ",Maybe they were trying to see if participants will rely on certain visual features or cues present in the 2-D representations to make judgements about the height of the bar graphs. potentially leading to accurate or inaccurate assessments compared to the 3D versions. ,"They may be multiple errors or bias in this experiment. For example a few could be measurement error, participant bias, sample bias, or even environmental factors. ","Types of graphs (categorical), height perception (categorical), order of presentation (categorical) ","The process of scientific investigation involves a very methodical series of steps designed to explore, understand, and contribute to the body of knowledge within our field. We start with asking a question and formulating hypothesis, followed by a experiment that tests the hypothesis. We collect and analyze the data we get from the experiment to sometimes we even get our work peer-reviewed. We navigate a complex process that produces results and we measure those results compared to our hypothesis. ",All aspects of this project were very different and unique. The presentation helped inform me about what I was learning about. The study reflection allows me to reflect on my opinions for the project and the extended abstract allowed me to think about things I normally don't think about. ,I would prefer the presentation. It was very informative and helped me learn more about the project than I did before. The extended abstract may be better for determining whether the experiment was well designed. ,"There were many components in the presentation that emphasized the information about the bar graphs, that differed from the abstract. I think this is because in the presentation they talked much more in depth about the graphs and why they are they way they are. ",I do not have any critiques for this study or design. I very much enjoyed this process and project. I think one thing that may have made the design of the project better is doing over a less extended period of time. ,2024,Spring,Bar chart
2a4f7abbd200502a4f0f48640c465161,STAT-218-001.1241,6,1,It is clear now that the experiment was aimed to recreate and better the experiment done by Cleveland and McGill by introducing 3D charts and 2D and 3D graphs. It outlines the process of designing and implementing various types of charts and study design. I still have questions about how the generating and assigning works to get the bar heights in the graphs. ,82652-29602-11983-59190,TRUE,I agree,To learn more about students ,A controled group of questions ,To see if people are the same ,people are view things differantly ,"Size of culoms, quantitative ","From a researchers perspective, scientific investigation would include collecting data, analyzing results, asking questions, and designing experiments. They would use all of this information to draw conclusions about their findings. From a consumers point of view, they would be using the information found and benefit from it. They would use the information researchers found to help make decisions about services, products, and health areas. I think science happens from peoples curiosity. When people want to understand how something works, they dive into research which leads to the discovery of new things. ",That the 2D graphs produced more confident answers. People were also more accurate with 2D graphs.,I would prefer the 3D one. ,"How the experiment was setup, because they do not want that to worry us and ruin the data.",I think they need more variations of bar graphs to be more accurate on information. The more variety the better the data. ,2024,Spring,Bar chart
2ab53412a53219eec5604eb35c55e465,STAT-218-001.1241,6,1,"It is now clear how the experiment was designed. While participating in the experiment I was not sure of the end goal or how I was going to bridge the gap of knowledge. I can see how this development can further support for 3D graphs that could help the visually impaired. The engraving on the 3D graphs could hopefully protrude to support braille users. Indented lines separating each block can facilitate this process.

 ",53281-97464-97513-35145,TRUE,I agree,Recognizing how perspectives and conclusions can change with context/additional data.,"Random assignment, gender variation. To lessen confounding variables.",Does value changed when compared to another ,Not everyone gets the same set,"Experimental, quantitative: block size

Response, quantitative: block value","The researcher comes up with a research topic. They decide what the independent and dependent variables are, how the iv affects the dv and decide how they are going to get their data. Then find a sample size that is representative of the population. With the data, they will control confounding variables and find supporting evidence from trusted sources. They will do the stats and figure out if their work is relevant or not. At the end, they will give their findings, and explain how their findings or lack of incite knowledge for future research. The public views this as coming up with a hypothesis that they test in a controlled environment, get results right away and publish.","During different components of the project, more information was given. Due to this, I was gaining a better understanding of what the researchers were trying to test. The participation was very hands-on, but the information was less in comparison to the post-study reflection, extended abstract and presentation. During the presentation reflection, I could piece together the purpose of each component.","The extended abstract is more clear so it is more preferred. The extended abstract was better for understanding the quality of the design. It added more context as to why certain details were added.

 ",The presentation emphasized how the researchers were surprised that the results did not agree with their hypothesis. I think it was due to the formality of an extended abstract report. Researchers don't usually inform audiences of their feelings around the conclusion.,One slight critique would be not further explaining the purpose of this study. Why should people spend time reading it or further researching? What gap is missing and what are the implications of not bridging the gap?,2024,Spring,Bar chart
2f3d99845585d3a7dec26a5d2c0f5449,STAT-218-001.1241,6,1,NA,NA,TRUE,I agree,NA,NA,NA,NA,NA,"They will design a well thought and thorough experiment. When it comes from the perspective of the researcher, there will be kind of a more than meets the eye when examining the testing and the results. They will be more thorough and process results much deeper, than the general public will.  ",NA,NA,NA,NA,2024,Spring,Bar chart
33c07252b8845ecb6ebd82dcdc3b879e,STAT-218-001.1241,6,1,"To start, I wasn't 100% aware of the scope of the research study. Now that it has been clarified it makes more sense, as well as the process of the research study. I originally thought we were trying to guess the difference in lengths. However, the study was to compare the effectiveness of 3D printed charts to their 2D rendered counterparts.  ",61829-30025-42106-23425,TRUE,I agree,The purpose of the experiment was to compare the results of this study to a replica of a study conducted in the past. ,"In the end of the experiment, there were multiple questions that made sure you had answered for every single block at least once. This is because they wanted data on every single graph. ",UNL students now in Stats 218 have lower test results than UNL students who took the test originally. ,Not having the correct blocks to go with the computer simulation. ,It was mostly quantitative because it measured which bar length was longer and by how much. I suppose a categorical would be short very long. ,"The process of scientific investigation looks like a process of multiple steps that need to be conducted in a certain way. This would be the perspective of a researcher. The perspective of the general public is less complicated because they are consuming the material rather than researching it themselves. 

I think science happens by a series of repeated results. That's how scientists and researchers become confident in their answers. ",NA,NA,NA,NA,2024,Spring,Bar chart
4122bc6dc8c01a4d33f248b59b3ebc23,STAT-218-001.1241,6,1,As a participant I knew literally nothing other than the fairly obvious fact that my ability to gauge the relative size of bars on different types of bar charts. I understand now that it is a reasonably well established fact that 3D renderings of bar charts are more difficult for people to read. The experimenters are taking things further and using actual 3D-printed bar charts to determine whether people still have difficulty discerning relative differences when it is not simply a 2D rendering of a 3D graphic. I'd be slightly curious what the study finds. I assume that the 3D printed bar charts will still yield lower quality results when participants are asked to gauge the difference between bars.,87185-51769-08648-52891,TRUE,I agree,To determine the efficacy of different graphical representations of data in conveying the intended information.,"Oh, I don't know. Certainly, there was no randomization. I don't imagine there was a control group. I think that not letting participants know what the experiment is about is part of the experiment. If I knew exactly what the researcher was studying, it might alter my performance. Since I don't know what the researcher is studying, or much of anything about the design, it is hard to say.","The further apart two bars are in size, the less accurate the participants estimation of their comparative size will be.

The greater the separation between two similarly sized bars, the less accurate a participants estimation of their comparative size will be.","Honestly, the extent to which the participant cares. In my case, I was taking a moment to compare the bars, but I definitely wasn't taking any great care with it. If I was looking at graphs of potential investments, average salary for different prospective career paths, productivity of different varieties of vegetables for my garden, etc. I would almost certainly have been more careful and deliberate about my observations and answers.","As I recall, we may have been asked to determine which bar was smaller (categorical) and also, assuming the larger bar was 100, what value the smaller bar would be (quantitative).","I don't think the general public actually has a realistic notion of what scientific research looks like. I'm not sure if the general public has really thought about what it looks like, really. I suppose that science, on the whole, is a process of taking acquired knowledge to formulate hypotheses and then test them using the scientific method. After, results are analyzed, conclusions are drawn, and peers scrutinize the methods and conclusions.","I don't remember the post-study reflection or extended abstract, but the participation and presentation differ in that I actually understand, watching the presentation, what the aim of the study was. This information may have influenced the results of my participation had it been revealed prior.",I don't know what the extended abstract is.,"Again, I don't recall having completed any ""abstract"" assignment.","As indicated in a previous assignment associated with this study, the lack of incentive to correctly gauge the difference in values in the chart probably plays a role in the results. The presence of any kind of incentive, via gamification, grade, monetary reward, etc., may have a significant effect on the results.

Beyond not having an incentive to be accurate, my found myself frustrated and giving very little care to my answers, having showed up outside of class hours and then waited for at least 15 minutes to even begin my participation.",2024,Spring,Bar chart
48dea0d5a74325fc18fb023152718be1,STAT-218-001.1241,6,1,"The overall goal of the experiment is much clearer now. As a participant we were just given instructions on what to do, not why we were doing it. The abstract is very well written, I have no remaining questions. ",32736-35845-45758-66569,TRUE,I agree,To see if a specific group of people are better able to visually identify numerical difference over another group of people ,"I would say randomization, the participants in the group were individually assigned a numbered bag to answer questions about, the same numbered bags were used repeatedly with new participants.","Men can calculate visual numerical differences better than women (vice versa) 

or

A specific math class can calculate visual numerical differences better than another math class ","Sample bias, the participants were all from the same stat 218 class at the time I was partaking in the experiment ","Response variable, quantitative 

 ","I think researchers approach an investigation using tools from the six steps to a statistical investigation. Asking a question, designing a study to collect data, exploring that data, and considering variables beyond that data to formulate conclusions. To the general public it probably appears much simpler, such as forming the question and asking a number of people. They probably don't consider things like the affects of  convenience sampling, random sampling, or random assignment. ","As a participant I was given a task to complete without knowing the ultimate purpose. After reading the extended abstract and watching the presentation, I've learned that there are limiting factors to interpreting 3D data, and what was actually being tested (3D vs 2D in a 3D environment). ","I would prefer the extended abstract. Not only was the goal of the study easy to identify, the study design and process was talked about in great detail. ",The predicted response times for true ratio seemed to be emphasized more in the presentation. I am not sure why. ,I have no critiques or judgements. ,2024,Spring,Bar chart
